Threshold,Accuracy,Precision,Recall,F1
0.3,0.9824561403508771,0.972972972972973,1.0,0.9863013698630136
0.4,0.9824561403508771,0.9861111111111112,0.9861111111111112,0.9861111111111112
0.5,0.9824561403508771,0.9861111111111112,0.9861111111111112,0.9861111111111112
0.6,0.956140350877193,0.9855072463768116,0.9444444444444444,0.9645390070921985
0.7,0.9473684210526315,0.9852941176470589,0.9305555555555556,0.9571428571428572
